subj,exp_num,env_num,item_num,trial_num,dot_color
A27GZN1JOOIAUW,1,4,2,19,1
A27GZN1JOOIAUW,1,4,3,19,1
A27GZN1JOOIAUW,1,4,4,19,1
A27GZN1JOOIAUW,1,4,5,19,1
A27GZN1JOOIAUW,1,4,6,19,1
A27GZN1JOOIAUW,1,4,7,19,2
A27GZN1JOOIAUW,1,4,8,19,2
A27GZN1JOOIAUW,1,4,9,19,2
A27GZN1JOOIAUW,1,4,10,19,2
A27GZN1JOOIAUW,1,4,11,19,2
A27GZN1JOOIAUW,1,4,12,19,2
A27GZN1JOOIAUW,1,4,13,19,2
A27GZN1JOOIAUW,1,4,14,19,1
A27GZN1JOOIAUW,1,4,15,19,2
A27GZN1JOOIAUW,1,13,1,20,1
A27GZN1JOOIAUW,1,13,2,20,1
A27GZN1JOOIAUW,1,13,3,20,1
A27GZN1JOOIAUW,1,13,4,20,1
A27GZN1JOOIAUW,1,13,5,20,1
A27GZN1JOOIAUW,1,13,6,20,1
A27GZN1JOOIAUW,1,13,7,20,1
A27GZN1JOOIAUW,1,13,8,20,1
A27GZN1JOOIAUW,1,13,9,20,1
A27GZN1JOOIAUW,1,13,10,20,1
A27GZN1JOOIAUW,1,13,11,20,1
A27GZN1JOOIAUW,1,13,12,20,1
A27GZN1JOOIAUW,1,13,13,20,1
A27GZN1JOOIAUW,1,13,14,20,1
A27GZN1JOOIAUW,1,13,15,20,1
A2OG4QIW2BK2EV,1,18,1,21,1
A2OG4QIW2BK2EV,1,18,2,21,1
A2OG4QIW2BK2EV,1,18,3,21,1
A2OG4QIW2BK2EV,1,18,4,21,1
A2OG4QIW2BK2EV,1,18,5,21,1
A2OG4QIW2BK2EV,1,18,6,21,1
A2OG4QIW2BK2EV,1,18,7,21,1
A2OG4QIW2BK2EV,1,18,8,21,1
A2OG4QIW2BK2EV,1,18,9,21,1
A2OG4QIW2BK2EV,1,18,10,21,1
A2OG4QIW2BK2EV,1,18,11,21,1
A2OG4QIW2BK2EV,1,18,12,21,1
A2OG4QIW2BK2EV,1,18,13,21,1
A2OG4QIW2BK2EV,1,18,14,21,1
A2OG4QIW2BK2EV,1,18,15,21,1
A1J4AZL6MZ675U,1,17,1,22,10
A1J4AZL6MZ675U,1,17,2,22,4
A1J4AZL6MZ675U,1,17,3,22,4
A1J4AZL6MZ675U,1,17,4,22,11
A1J4AZL6MZ675U,1,17,5,22,3
A1J4AZL6MZ675U,1,17,6,22,6
A1J4AZL6MZ675U,1,17,7,22,1
A1J4AZL6MZ675U,1,17,8,22,7
A1J4AZL6MZ675U,1,17,9,22,6
A1J4AZL6MZ675U,1,17,10,22,8
A1J4AZL6MZ675U,1,17,11,22,8
A1J4AZL6MZ675U,1,17,12,22,5
A1J4AZL6MZ675U,1,17,13,22,7
A1J4AZL6MZ675U,1,17,14,22,2
A1J4AZL6MZ675U,1,17,15,22,9
A27GZN1JOOIAUW,1,2,1,23,2
A27GZN1JOOIAUW,1,2,2,23,2
A27GZN1JOOIAUW,1,2,3,23,1
A27GZN1JOOIAUW,1,2,4,23,1
A27GZN1JOOIAUW,1,2,5,23,1
A27GZN1JOOIAUW,1,2,6,23,1
A27GZN1JOOIAUW,1,2,7,23,1
A27GZN1JOOIAUW,1,2,8,23,1
A27GZN1JOOIAUW,1,2,9,23,1
A27GZN1JOOIAUW,1,2,10,23,1
A27GZN1JOOIAUW,1,2,11,23,1
A27GZN1JOOIAUW,1,2,12,23,1
A27GZN1JOOIAUW,1,2,13,23,1
A27GZN1JOOIAUW,1,2,14,23,1
A27GZN1JOOIAUW,1,2,15,23,1
A2OG4QIW2BK2EV,1,21,1,24,1
A2OG4QIW2BK2EV,1,21,2,24,1
A2OG4QIW2BK2EV,1,21,3,24,1
A2OG4QIW2BK2EV,1,21,4,24,1
A2OG4QIW2BK2EV,1,21,5,24,1
A2OG4QIW2BK2EV,1,21,6,24,1
A2OG4QIW2BK2EV,1,21,7,24,1
A2OG4QIW2BK2EV,1,21,8,24,1
A2OG4QIW2BK2EV,1,21,9,24,1
A2OG4QIW2BK2EV,1,21,10,24,1
A2OG4QIW2BK2EV,1,21,11,24,1
A2OG4QIW2BK2EV,1,21,12,24,1
A2OG4QIW2BK2EV,1,21,13,24,1
A2OG4QIW2BK2EV,1,21,14,24,1
A2OG4QIW2BK2EV,1,21,15,24,1
A3VOPY97R1SRJ4,1,14,1,25,4
A3VOPY97R1SRJ4,1,14,2,25,1
A3VOPY97R1SRJ4,1,14,3,25,2
A3VOPY97R1SRJ4,1,14,4,25,2
A3VOPY97R1SRJ4,1,14,5,25,1
A3VOPY97R1SRJ4,1,14,6,25,2
A3VOPY97R1SRJ4,1,14,7,25,6
A3VOPY97R1SRJ4,1,14,8,25,3
A3VOPY97R1SRJ4,1,14,9,25,5
A3VOPY97R1SRJ4,1,14,10,25,6
A3VOPY97R1SRJ4,1,14,11,25,6
A3VOPY97R1SRJ4,1,14,12,25,3
A3VOPY97R1SRJ4,1,14,13,25,5
A3VOPY97R1SRJ4,1,14,14,25,3
A3VOPY97R1SRJ4,1,14,15,25,5
A27GZN1JOOIAUW,1,19,1,26,2
A27GZN1JOOIAUW,1,19,2,26,2
A27GZN1JOOIAUW,1,19,3,26,2
A27GZN1JOOIAUW,1,19,4,26,2
A27GZN1JOOIAUW,1,19,5,26,2
A27GZN1JOOIAUW,1,19,6,26,2
A27GZN1JOOIAUW,1,19,7,26,2
A27GZN1JOOIAUW,1,19,8,26,1
A27GZN1JOOIAUW,1,19,9,26,1
A27GZN1JOOIAUW,1,19,10,26,1
A27GZN1JOOIAUW,1,19,11,26,1
A27GZN1JOOIAUW,1,19,12,26,2
A27GZN1JOOIAUW,1,19,13,26,2
A27GZN1JOOIAUW,1,19,14,26,2
A27GZN1JOOIAUW,1,19,15,26,2
A2OG4QIW2BK2EV,1,10,1,27,1
A2OG4QIW2BK2EV,1,10,2,27,1
A2OG4QIW2BK2EV,1,10,3,27,1
A2OG4QIW2BK2EV,1,10,4,27,1
A2OG4QIW2BK2EV,1,10,5,27,1
A2OG4QIW2BK2EV,1,10,6,27,1
A2OG4QIW2BK2EV,1,10,7,27,1
A2OG4QIW2BK2EV,1,10,8,27,1
A2OG4QIW2BK2EV,1,10,9,27,1
A2OG4QIW2BK2EV,1,10,10,27,1
A2OG4QIW2BK2EV,1,10,11,27,1
A2OG4QIW2BK2EV,1,10,12,27,1
A2OG4QIW2BK2EV,1,10,13,27,1
A2OG4QIW2BK2EV,1,10,14,27,1
A2OG4QIW2BK2EV,1,10,15,27,1
A27GZN1JOOIAUW,1,16,1,28,1
A27GZN1JOOIAUW,1,16,2,28,1
A27GZN1JOOIAUW,1,16,3,28,1
A27GZN1JOOIAUW,1,16,4,28,1
A27GZN1JOOIAUW,1,16,5,28,1
A27GZN1JOOIAUW,1,16,6,28,1
A27GZN1JOOIAUW,1,16,7,28,1
A27GZN1JOOIAUW,1,16,8,28,1
A27GZN1JOOIAUW,1,16,9,28,1
A27GZN1JOOIAUW,1,16,10,28,1
A27GZN1JOOIAUW,1,16,11,28,1
A27GZN1JOOIAUW,1,16,12,28,1
A27GZN1JOOIAUW,1,16,13,28,1
A27GZN1JOOIAUW,1,16,14,28,1
A27GZN1JOOIAUW,1,16,15,28,1
A2OG4QIW2BK2EV,1,13,1,29,1
A2OG4QIW2BK2EV,1,13,2,29,1
A2OG4QIW2BK2EV,1,13,3,29,1
A2OG4QIW2BK2EV,1,13,4,29,1
A2OG4QIW2BK2EV,1,13,5,29,1
A2OG4QIW2BK2EV,1,13,6,29,1
A2OG4QIW2BK2EV,1,13,7,29,1
A2OG4QIW2BK2EV,1,13,8,29,1
A2OG4QIW2BK2EV,1,13,9,29,1
A2OG4QIW2BK2EV,1,13,10,29,1
A2OG4QIW2BK2EV,1,13,11,29,1
A2OG4QIW2BK2EV,1,13,12,29,1
A2OG4QIW2BK2EV,1,13,13,29,1
